1,99.83852101249026
2,1098.2739622590532
3,1025.716436586063
4,1106.9796302791344
5,1683.695163297305
6,586.6526328505238
7,780.2858578754076
8,6694.984062347933
9,38.338978326085936
10,162.19973616315326
11,3921.7288779580404
12,9934.635841707432
13,711.1240544415706
14,458.51855245688955
15,1649.8577025652182
16,93.59636414665728
17,27.94416423145372
18,4788.821267509693
19,709.6263086444854
20,6677.792572314838
21,6950.396963783004
22,6492.824825604796
23,18205.115931821732
24,4462.73571379804
25,5411.7519158299165
26,431.5030099245808
27,18310.956384680198
28,17234.603945107952
29,4966.917852089167
30,2556.7557251067396
31,343.12411588268816
32,19793.72008774215
33,19038.566569207647
34,78.88186436622878
35,14693.028124884417
36,3836.1272028007556
37,15991.060701265207
38,26390.123633963158
39,7326.114314288916
40,7.247956765890971
41,6878.68579345865
42,7803.826587205121
43,4268.021713706372
44,14924.47986606269
45,21121.802074006842
46,5752.209977221723
47,8605.371112912191
48,1025.0852186326276
49,4489.322925307109
50,19622.82883737347
51,8983.960100252112
52,1088.3474813623402
53,13218.57559995936
54,732.7001253267949
55,558.390205551422
56,24099.688930661498
57,18189.859041509662
58,25532.964350978666
59,19975.1023597432
60,16078.776063598427
61,3322.3758701483544
62,216.48045047790356
63,5478.777005119877
64,13133.73194745232
65,8833.133487849205
66,25552.811738457705
67,5488.4938229368045
68,2258.8316877134735
69,58065.48845442704
70,47663.23764445554
71,10581.63119661721
72,4814.928569413456
73,21816.77075627875
74,9900.313607428021
75,31876.052238514672
76,27224.959407390797
77,42552.53500660277
78,275.76598663928627
79,8262.959709977305
80,17469.009062956335
81,32050.049289909046
82,13611.497182121002
83,21400.44004160346
84,4995.225665701919
85,34953.22861437132
86,778.4970504141868
87,30173.357286128932
88,5783.352406755727
89,18330.6821340283
90,5152.204194435525
91,12845.872717098708
92,34816.79547211015
93,59153.81379349547
94,26497.131301355093
95,55190.85626427385
96,12765.352667430961
97,188.9807682182386
98,10790.027177209819
99,10369.548402241728
100,8523.588812151766
